,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28
Monroe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.42857142857142855,1.0,1.1428571428571428,1.1428571428571428,1.0,1.8571428571428572,2.2857142857142856,0.0,-0.5714285714285714,-0.8571428571428571,-0.8571428571428571,-1.1428571428571428,-2.0,-2.5714285714285716,-0.2857142857142857,-0.2857142857142857,-0.2857142857142857,-0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.7142857142857143,0.8571428571428571,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.7142857142857143,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.7142857142857143,0.8571428571428571,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.7142857142857143,1.1428571428571428,1.5714285714285714,1.7142857142857142,1.8571428571428572,2.0,2.4285714285714284,2.142857142857143,1.8571428571428572,1.5714285714285714,2.142857142857143,2.0,2.4285714285714284,1.8571428571428572,1.8571428571428572,2.5714285714285716,2.7142857142857144,2.2857142857142856,2.142857142857143
Collin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.7142857142857143,1.0,1.1428571428571428,1.0,0.7142857142857143,1.4285714285714286,2.0,3.142857142857143,3.4285714285714284,4.285714285714286,5.285714285714286,6.428571428571429,7.571428571428571,10.0,13.0,13.857142857142858,13.714285714285714,16.428571428571427,15.285714285714286,16.857142857142858,17.0,15.571428571428571,20.0,19.142857142857142,20.857142857142858,26.142857142857142,27.714285714285715,28.428571428571427,25.571428571428573,24.714285714285715,24.714285714285715,23.714285714285715,19.142857142857142,14.142857142857142,12.571428571428571,16.428571428571427,11.571428571428571,12.285714285714286,10.285714285714286,13.285714285714286,15.285714285714286,16.428571428571427,16.857142857142858,18.857142857142858,19.428571428571427,18.857142857142858,17.428571428571427,18.0,16.428571428571427,18.285714285714285,18.857142857142858,18.285714285714285,18.571428571428573,19.714285714285715,18.714285714285715,19.285714285714285,17.428571428571427,16.714285714285715,18.428571428571427,19.285714285714285,19.285714285714285,19.857142857142858,19.428571428571427,17.285714285714285,16.428571428571427,15.714285714285714,15.428571428571429,15.714285714285714,16.0,17.857142857142858,17.857142857142858,17.142857142857142,17.571428571428573,15.428571428571429,16.285714285714285,17.857142857142858,16.571428571428573,20.428571428571427,22.714285714285715,22.714285714285715,22.571428571428573,18.0,18.428571428571427,21.714285714285715,21.714285714285715,21.428571428571427,19.285714285714285,28.571428571428573,38.142857142857146,35.714285714285715,31.571428571428573,29.714285714285715,28.571428571428573,31.428571428571427,38.857142857142854,40.57142857142857,53.0,59.57142857142857,60.857142857142854,77.42857142857143,79.42857142857143,66.14285714285714,70.42857142857143,68.85714285714286,65.71428571428571,66.85714285714286,68.85714285714286,77.14285714285714
Virginia Beach city,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.14285714285714285,1.8571428571428572,1.8571428571428572,1.8571428571428572,2.7142857142857144,3.142857142857143,3.5714285714285716,4.428571428571429,4.571428571428571,5.0,6.857142857142857,9.285714285714286,12.142857142857142,14.142857142857142,17.857142857142858,17.285714285714285,18.0,19.285714285714285,17.0,15.428571428571429,13.714285714285714,10.857142857142858,10.428571428571429,10.428571428571429,7.428571428571429,7.0,5.571428571428571,5.857142857142857,5.0,4.285714285714286,4.285714285714286,5.142857142857143,8.142857142857142,10.0,9.428571428571429,9.142857142857142,10.285714285714286,10.571428571428571,10.142857142857142,7.428571428571429,8.142857142857142,9.285714285714286,11.142857142857142,9.714285714285714,12.0,12.285714285714286,11.428571428571429,9.857142857142858,10.428571428571429,9.285714285714286,11.142857142857142,9.428571428571429,9.142857142857142,10.571428571428571,10.571428571428571,9.428571428571429,8.714285714285714,8.142857142857142,7.428571428571429,7.142857142857143,6.428571428571429,8.0,8.0,8.428571428571429,7.857142857142857,8.714285714285714,11.285714285714286,11.714285714285714,11.142857142857142,12.714285714285714,14.428571428571429,15.0,18.142857142857142,16.285714285714285,15.142857142857142,15.428571428571429,14.857142857142858,14.142857142857142,13.285714285714286,9.285714285714286,9.0,10.142857142857142,8.857142857142858,9.0,10.142857142857142,12.714285714285714,12.714285714285714,13.428571428571429,14.285714285714286,14.857142857142858,14.714285714285714,12.428571428571429,14.0,15.285714285714286,15.857142857142858,16.428571428571427,16.714285714285715,18.857142857142858,19.428571428571427,19.285714285714285
San Joaquin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.42857142857142855,1.1428571428571428,1.1428571428571428,1.1428571428571428,1.2857142857142858,1.7142857142857142,1.8571428571428572,2.0,2.4285714285714284,3.2857142857142856,4.714285714285714,6.0,6.714285714285714,8.142857142857142,9.428571428571429,9.714285714285714,11.0,11.428571428571429,12.142857142857142,13.0,12.857142857142858,13.571428571428571,13.142857142857142,11.857142857142858,11.714285714285714,10.857142857142858,10.285714285714286,10.857142857142858,9.571428571428571,10.285714285714286,9.857142857142858,10.0,13.857142857142858,16.0,18.142857142857142,17.714285714285715,20.142857142857142,21.428571428571427,20.714285714285715,19.571428571428573,17.285714285714285,15.428571428571429,16.857142857142858,13.857142857142858,13.857142857142858,15.0,11.571428571428571,10.428571428571429,9.714285714285714,8.0,8.857142857142858,7.571428571428571,6.714285714285714,6.714285714285714,7.0,5.571428571428571,5.428571428571429,5.714285714285714,6.428571428571429,6.0,6.714285714285714,7.285714285714286,8.428571428571429,9.0,8.857142857142858,9.285714285714286,11.0,11.142857142857142,11.428571428571429,11.142857142857142,12.714285714285714,13.285714285714286,11.714285714285714,10.0,8.714285714285714,8.857142857142858,16.857142857142858,15.571428571428571,15.142857142857142,15.142857142857142,18.428571428571427,21.142857142857142,30.142857142857142,35.142857142857146,26.0,27.428571428571427,37.142857142857146,39.0,48.0,46.57142857142857,39.714285714285715,59.0,63.285714285714285,61.285714285714285,70.14285714285714,67.42857142857143,63.0,75.71428571428571,70.0,61.857142857142854,90.0,86.71428571428571,97.71428571428571,115.85714285714286,122.0,136.71428571428572,157.85714285714286,130.85714285714286,119.14285714285714
Ventura,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,1.2857142857142858,1.5714285714285714,2.4285714285714284,2.0,3.0,3.5714285714285716,4.285714285714286,4.142857142857143,5.285714285714286,6.0,9.142857142857142,10.285714285714286,11.285714285714286,13.0,15.714285714285714,15.714285714285714,16.571428571428573,15.142857142857142,15.0,16.0,14.285714285714286,13.428571428571429,14.714285714285714,13.857142857142858,15.571428571428571,15.142857142857142,13.285714285714286,13.0,15.285714285714286,14.571428571428571,15.714285714285714,14.0,15.285714285714286,14.571428571428571,15.857142857142858,13.285714285714286,12.285714285714286,11.571428571428571,11.428571428571429,8.571428571428571,11.571428571428571,11.571428571428571,10.0,9.428571428571429,10.0,10.142857142857142,11.857142857142858,9.857142857142858,10.571428571428571,11.714285714285714,13.0,13.714285714285714,15.0,15.285714285714286,16.142857142857142,15.285714285714286,14.714285714285714,16.714285714285715,15.857142857142858,15.428571428571429,17.571428571428573,19.142857142857142,21.142857142857142,21.714285714285715,19.428571428571427,20.142857142857142,21.714285714285715,21.142857142857142,21.142857142857142,20.571428571428573,24.285714285714285,24.571428571428573,26.0,24.428571428571427,22.285714285714285,22.142857142857142,24.285714285714285,20.571428571428573,22.428571428571427,21.571428571428573,25.428571428571427,25.857142857142858,26.714285714285715,27.0,31.142857142857142,31.0,35.714285714285715,36.714285714285715,37.142857142857146,37.714285714285715,41.714285714285715,39.142857142857146,42.714285714285715,41.0,37.57142857142857,47.285714285714285,54.142857142857146,56.714285714285715,72.14285714285714,79.14285714285714,80.14285714285714,80.71428571428571,82.71428571428571,83.0
Gunnison,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.42857142857142855,0.5714285714285714,0.7142857142857143,1.0,1.2857142857142858,1.5714285714285714,1.4285714285714286,1.1428571428571428,1.2857142857142858,1.1428571428571428,1.5714285714285714,1.8571428571428572,2.4285714285714284,4.142857142857143,5.857142857142857,6.285714285714286,7.571428571428571,8.571428571428571,8.142857142857142,7.428571428571429,6.0,4.571428571428571,4.142857142857143,3.142857142857143,1.7142857142857142,2.0,2.142857142857143,1.8571428571428572,2.0,1.8571428571428572,1.8571428571428572,1.7142857142857142,1.1428571428571428,0.5714285714285714,0.5714285714285714,0.8571428571428571,1.7142857142857142,1.5714285714285714,1.7142857142857142,1.8571428571428572,2.5714285714285716,3.142857142857143,2.4285714285714284,1.4285714285714286,1.5714285714285714,5.285714285714286,6.285714285714286,5.857142857142857,5.714285714285714,5.714285714285714,6.428571428571429,5.857142857142857,2.0,1.0,1.4285714285714286,1.0,1.5714285714285714,1.0,1.2857142857142858,1.1428571428571428,1.1428571428571428,0.7142857142857143,0.8571428571428571,1.1428571428571428,1.2857142857142858,1.2857142857142858,1.2857142857142858,1.4285714285714286,0.8571428571428571,0.7142857142857143,-0.5714285714285714,-0.7142857142857143,-0.7142857142857143,-0.5714285714285714,-0.42857142857142855,0.0,0.0,0.42857142857142855,0.2857142857142857,0.2857142857142857,-0.14285714285714285,-0.42857142857142855,-0.2857142857142857,-0.14285714285714285,-0.14285714285714285,-0.14285714285714285,-0.14285714285714285,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.7142857142857143,0.5714285714285714,0.5714285714285714,0.5714285714285714
Alachua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.5714285714285714,0.7142857142857143,0.8571428571428571,1.2857142857142858,1.7142857142857142,3.142857142857143,4.428571428571429,4.714285714285714,4.428571428571429,5.571428571428571,6.0,6.428571428571429,6.142857142857143,5.285714285714286,6.142857142857143,7.142857142857143,6.571428571428571,6.0,7.142857142857143,6.857142857142857,7.285714285714286,7.571428571428571,7.428571428571429,7.428571428571429,8.428571428571429,8.142857142857142,8.285714285714286,8.571428571428571,7.714285714285714,8.0,7.428571428571429,6.571428571428571,4.857142857142857,4.428571428571429,3.857142857142857,4.428571428571429,4.142857142857143,4.428571428571429,4.428571428571429,6.142857142857143,5.714285714285714,5.857142857142857,5.142857142857143,4.428571428571429,5.0,5.142857142857143,4.142857142857143,4.285714285714286,5.0,5.0,4.857142857142857,4.714285714285714,4.714285714285714,4.714285714285714,4.714285714285714,3.7142857142857144,4.428571428571429,5.0,4.428571428571429,4.285714285714286,3.4285714285714284,3.0,2.857142857142857,2.4285714285714284,2.142857142857143,2.5714285714285716,2.2857142857142856,3.4285714285714284,3.7142857142857144,4.142857142857143,4.0,4.428571428571429,3.7142857142857144,3.7142857142857144,3.4285714285714284,3.4285714285714284,2.7142857142857144,2.4285714285714284,1.7142857142857142,1.8571428571428572,2.142857142857143,2.0,2.4285714285714284,2.7142857142857144,2.4285714285714284,3.142857142857143,4.142857142857143,8.0,16.285714285714285,19.285714285714285,20.285714285714285,21.714285714285715,22.857142857142858,24.0,22.428571428571427,18.142857142857142,20.285714285714285,25.0,26.714285714285715,28.0,32.42857142857143,37.57142857142857,44.57142857142857,51.42857142857143,58.285714285714285
Collier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.7142857142857143,0.8571428571428571,0.5714285714285714,1.4285714285714286,2.142857142857143,3.142857142857143,3.5714285714285716,4.0,4.714285714285714,4.857142857142857,6.285714285714286,7.0,8.571428571428571,9.571428571428571,11.142857142857142,12.571428571428571,15.0,14.428571428571429,15.857142857142858,16.857142857142858,18.0,17.142857142857142,17.428571428571427,17.857142857142858,17.714285714285715,17.857142857142858,17.714285714285715,18.714285714285715,18.571428571428573,18.142857142857142,15.571428571428571,16.285714285714285,16.142857142857142,16.857142857142858,15.0,14.571428571428571,13.428571428571429,13.857142857142858,12.428571428571429,13.0,11.571428571428571,11.142857142857142,12.714285714285714,13.142857142857142,13.0,14.0,12.714285714285714,12.0,13.285714285714286,12.571428571428571,13.0,12.571428571428571,13.714285714285714,15.571428571428571,14.571428571428571,15.142857142857142,16.0,16.142857142857142,26.714285714285715,26.714285714285715,25.285714285714285,29.0,27.0,28.0,34.285714285714285,26.714285714285715,27.714285714285715,32.857142857142854,35.0,38.857142857142854,43.285714285714285,39.42857142857143,39.285714285714285,39.42857142857143,41.285714285714285,42.0,45.57142857142857,41.142857142857146,42.57142857142857,42.857142857142854,49.285714285714285,59.0,60.0,64.85714285714286,71.42857142857143,70.0,74.71428571428571,78.71428571428571,68.14285714285714,70.0,66.71428571428571,69.57142857142857,74.57142857142857,85.85714285714286,83.85714285714286,84.57142857142857,89.71428571428571,94.57142857142857,90.42857142857143,87.71428571428571,92.28571428571429,91.28571428571429,91.14285714285714,112.28571428571429,124.14285714285714,132.57142857142858
Pasco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.7142857142857143,1.0,1.2857142857142858,1.7142857142857142,2.0,2.142857142857143,2.2857142857142856,2.7142857142857144,3.7142857142857144,3.4285714285714284,3.4285714285714284,3.4285714285714284,4.714285714285714,6.428571428571429,7.428571428571429,8.0,9.571428571428571,10.857142857142858,11.714285714285714,10.857142857142858,10.428571428571429,9.428571428571429,8.571428571428571,8.285714285714286,7.857142857142857,7.857142857142857,8.428571428571429,7.285714285714286,7.0,6.857142857142857,6.428571428571429,5.714285714285714,5.142857142857143,4.571428571428571,4.428571428571429,5.428571428571429,5.0,3.857142857142857,4.0,3.7142857142857144,3.2857142857142856,4.0,3.142857142857143,6.0,6.571428571428571,6.428571428571429,6.428571428571429,6.285714285714286,5.714285714285714,5.571428571428571,2.5714285714285716,2.7142857142857144,2.5714285714285716,2.5714285714285716,3.0,2.7142857142857144,3.142857142857143,3.0,2.7142857142857144,2.7142857142857144,3.5714285714285716,3.142857142857143,3.857142857142857,3.5714285714285716,3.857142857142857,4.714285714285714,5.857142857142857,6.0,6.428571428571429,5.714285714285714,5.571428571428571,5.714285714285714,5.285714285714286,4.0,3.5714285714285716,3.5714285714285716,4.285714285714286,5.571428571428571,5.428571428571429,5.428571428571429,6.571428571428571,6.857142857142857,8.428571428571429,9.714285714285714,9.714285714285714,11.571428571428571,13.857142857142858,15.571428571428571,16.857142857142858,18.0,22.0,28.857142857142858,35.714285714285715,41.142857142857146,47.0,56.285714285714285,71.57142857142857,77.57142857142857,91.42857142857143,125.71428571428571,138.71428571428572
Pinellas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.2857142857142857,1.4285714285714286,2.0,2.857142857142857,3.857142857142857,5.142857142857143,5.285714285714286,5.857142857142857,6.0,7.0,8.571428571428571,11.714285714285714,11.142857142857142,12.571428571428571,17.428571428571427,25.571428571428573,29.714285714285715,33.714285714285715,33.0,34.714285714285715,34.714285714285715,31.428571428571427,23.142857142857142,21.285714285714285,16.142857142857142,14.857142857142858,13.714285714285714,15.285714285714286,15.285714285714286,16.857142857142858,15.428571428571429,19.142857142857142,20.142857142857142,19.571428571428573,18.285714285714285,19.714285714285715,17.857142857142858,18.0,15.428571428571429,12.857142857142858,13.571428571428571,13.0,11.0,11.428571428571429,10.428571428571429,10.714285714285714,11.428571428571429,11.285714285714286,12.285714285714286,11.285714285714286,11.857142857142858,13.0,11.428571428571429,13.0,13.571428571428571,13.142857142857142,17.285714285714285,17.428571428571427,20.285714285714285,24.142857142857142,22.857142857142858,23.0,25.0,21.857142857142858,21.714285714285715,21.0,17.0,20.714285714285715,21.571428571428573,19.428571428571427,19.142857142857142,18.571428571428573,15.571428571428571,17.428571428571427,15.571428571428571,17.714285714285715,18.0,19.857142857142858,22.285714285714285,25.571428571428573,34.285714285714285,38.57142857142857,41.0,46.42857142857143,49.142857142857146,55.0,66.42857142857143,66.14285714285714,81.57142857142857,93.0,107.28571428571429,120.57142857142857,134.0,146.42857142857142,173.14285714285714,190.71428571428572,204.57142857142858,209.28571428571428,215.71428571428572,243.28571428571428,254.57142857142858,278.0,325.0,336.14285714285717
Charlton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.5714285714285714,0.5714285714285714,0.7142857142857143,0.5714285714285714,0.5714285714285714,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.7142857142857143,0.5714285714285714,0.8571428571428571,0.8571428571428571,1.2857142857142858,1.2857142857142858,1.2857142857142858,1.2857142857142858,1.7142857142857142,1.2857142857142858,1.1428571428571428,0.2857142857142857,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.7142857142857143,0.7142857142857143,0.5714285714285714,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.0,-0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.14285714285714285,0.0,-0.14285714285714285,0.0,0.0,0.0,0.2857142857142857,0.8571428571428571,1.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,1.0
Kane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.2857142857142857,0.42857142857142855,0.5714285714285714,0.8571428571428571,0.7142857142857143,1.4285714285714286,2.857142857142857,3.0,4.857142857142857,7.285714285714286,9.857142857142858,11.714285714285714,12.428571428571429,12.857142857142858,14.857142857142858,14.857142857142858,-8.0,-10.857142857142858,-12.714285714285714,-14.0,-15.857142857142858,-18.0,-20.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285
