,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28
Spalding,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.4714285714285714,-0.4714285714285714,-0.4714285714285714,-0.44285714285714284,-0.4285714285714286,-0.35714285714285715,-0.34285714285714286,-0.37142857142857144,-0.37142857142857144,-0.35714285714285715,-0.35714285714285715,-0.35714285714285715,-0.4,-0.41428571428571426,-0.32857142857142857,-0.2857142857142857,-0.3,-0.07142857142857145,0.05714285714285716,0.05714285714285716,0.11428571428571432,0.09999999999999998,0.11428571428571432,0.17142857142857149,-0.014285714285714346,-0.08571428571428569,0.0714285714285714,0.3857142857142858,0.34285714285714286,0.3142857142857143,0.2857142857142857,0.3142857142857143,0.2571428571428571,0.0714285714285714,-0.24285714285714283,-0.2142857142857143,0.4,0.3857142857142858,0.3857142857142858,0.4285714285714286,0.48571428571428577,0.5,0.5,-0.12857142857142856,-0.08571428571428569,-0.18571428571428572,-0.2,-0.24285714285714283,-0.3,-0.3142857142857143,-0.2571428571428572,-0.27142857142857146,-0.24285714285714283,-0.2857142857142857,-0.3142857142857143,-0.2857142857142857,-0.32857142857142857,-0.4,-0.44285714285714284,-0.4285714285714286,-0.37142857142857144,-0.2857142857142857,-0.4,-0.34285714285714286,-0.3,-0.3,-0.2571428571428572,-0.27142857142857146,-0.3142857142857143,-0.2,-0.14285714285714285,-0.18571428571428572,-0.18571428571428572,-0.24285714285714283,-0.2857142857142857,-0.27142857142857146,-0.3,-0.2571428571428572,-0.22857142857142854,-0.22857142857142854,-0.22857142857142854,-0.15714285714285714,-0.18571428571428572,-0.11428571428571427,-0.2571428571428572,-0.22857142857142854,-0.2142857142857143,-0.2,-0.14285714285714285,-0.07142857142857145,-0.09999999999999998,-0.08571428571428569,-0.15714285714285714,-0.12857142857142856,-0.12857142857142856,-0.11428571428571427,-0.08571428571428569,-0.08571428571428569,-0.07142857142857145,0.11428571428571432,0.11428571428571432
Terrell,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.46226415094339623,-0.46226415094339623,-0.46226415094339623,-0.46226415094339623,-0.44339622641509435,-0.42452830188679247,-0.4056603773584906,-0.42452830188679247,-0.34905660377358494,-0.34905660377358494,-0.160377358490566,0.19811320754716977,0.2924528301886793,0.2924528301886793,0.33018867924528306,0.3867924528301887,0.4056603773584906,0.3679245283018868,0.48113207547169823,0.42452830188679247,0.46226415094339623,0.5,0.42452830188679247,0.46226415094339623,0.48113207547169823,0.2924528301886793,0.2924528301886793,0.23584905660377353,0.23584905660377353,0.2547169811320755,0.23584905660377353,0.10377358490566035,-0.08490566037735847,-0.08490566037735847,-0.02830188679245277,-0.06603773584905659,-0.14150943396226412,-0.17924528301886794,-0.17924528301886794,-0.2358490566037736,-0.160377358490566,-0.10377358490566035,-0.14150943396226412,-0.12264150943396224,-0.10377358490566035,-0.08490566037735847,-0.10377358490566035,-0.19811320754716982,-0.27358490566037735,-0.2358490566037736,-0.2547169811320754,-0.27358490566037735,-0.34905660377358494,-0.3679245283018868,-0.3867924528301887,-0.42452830188679247,-0.4811320754716981,-0.4811320754716981,-0.4811320754716981,-0.46226415094339623,-0.4811320754716981,-0.42452830188679247,-0.4056603773584906,-0.3113207547169811,-0.27358490566037735,-0.27358490566037735,-0.27358490566037735,-0.2358490566037736,-0.27358490566037735,-0.330188679245283,-0.42452830188679247,-0.46226415094339623,-0.46226415094339623,-0.46226415094339623,-0.5,-0.5,-0.42452830188679247,-0.42452830188679247,-0.42452830188679247,-0.42452830188679247,-0.42452830188679247,-0.42452830188679247,-0.46226415094339623,-0.4811320754716981,-0.4811320754716981,-0.4811320754716981,-0.4811320754716981,-0.4811320754716981,-0.4811320754716981,-0.44339622641509435,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
Tift,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.4945945945945946,-0.4891891891891892,-0.4891891891891892,-0.4891891891891892,-0.4783783783783784,-0.47297297297297297,-0.46216216216216216,-0.43513513513513513,-0.44054054054054054,-0.44054054054054054,-0.4081081081081081,-0.4135135135135135,-0.37567567567567567,-0.3810810810810811,-0.3864864864864865,-0.3864864864864865,-0.3864864864864865,-0.37567567567567567,-0.36486486486486486,-0.37027027027027026,-0.35945945945945945,-0.3810810810810811,-0.36486486486486486,-0.36486486486486486,-0.37027027027027026,-0.35945945945945945,-0.37027027027027026,-0.37027027027027026,-0.37027027027027026,-0.37567567567567567,-0.327027027027027,-0.35945945945945945,-0.3864864864864865,-0.4081081081081081,-0.3972972972972973,-0.4027027027027027,-0.4027027027027027,-0.44054054054054054,-0.45675675675675675,-0.47297297297297297,-0.4081081081081081,-0.3918918918918919,-0.37027027027027026,-0.35945945945945945,-0.36486486486486486,-0.327027027027027,-0.3108108108108108,-0.35945945945945945,-0.3864864864864865,-0.37567567567567567,-0.35945945945945945,-0.3432432432432432,-0.36486486486486486,-0.3432432432432432,-0.34864864864864864,-0.3324324324324324,-0.33783783783783783,-0.37027027027027026,-0.36486486486486486,-0.34864864864864864,-0.35405405405405405,-0.33783783783783783,-0.3162162162162162,-0.3,-0.3,-0.2945945945945946,-0.2675675675675675,-0.25135135135135134,-0.26216216216216215,-0.2675675675675675,-0.2675675675675675,-0.2675675675675675,-0.3,-0.2945945945945946,-0.3054054054054054,-0.3216216216216216,-0.33783783783783783,-0.3054054054054054,-0.23513513513513512,-0.19729729729729728,-0.2081081081081081,-0.19189189189189187,-0.09999999999999998,-0.06756756756756754,-0.06216216216216214,-0.06756756756756754,-0.06216216216216214,0.05675675675675673,0.072972972972973,0.05675675675675673,0.06756756756756765,0.15945945945945939,0.19189189189189193,0.21351351351351355,0.18108108108108112,0.23513513513513506,0.32162162162162167,0.472972972972973,0.5,0.43513513513513524,0.41891891891891897
Turner,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.30000000000000004,-0.4,-0.4,-0.5,-0.5,-0.5,-0.5,-0.5,-0.4,-0.4,-0.2,-0.2,-0.2,-0.10000000000000003,-0.2,-0.30000000000000004,-0.30000000000000004,-0.4,-0.4,-0.4,-0.5,-0.5,-0.5,-0.5,-0.4,-0.4,-0.4,-0.10000000000000003,0.29999999999999993,0.29999999999999993,0.5,0.4,0.4,0.4,0.09999999999999998,-0.10000000000000003,-0.10000000000000003,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004,-0.2,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.5,-0.5,-0.4,-0.4,-0.4,-0.4,-0.2,-0.10000000000000003,-0.10000000000000003,-0.2,-0.2,-0.2,-0.10000000000000003,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004,-0.4,-0.30000000000000004,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
Worth,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.4285714285714286,-0.4285714285714286,-0.4285714285714286,-0.39285714285714285,-0.35714285714285715,-0.35714285714285715,-0.2857142857142857,-0.3214285714285714,-0.2857142857142857,-0.2142857142857143,-0.17857142857142855,0.3571428571428571,0.3571428571428571,0.2857142857142857,0.4285714285714286,0.5,0.4642857142857143,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.4642857142857143,-0.4642857142857143,-0.4642857142857143,-0.4285714285714286,-0.4285714285714286,-0.4285714285714286,-0.4285714285714286,-0.4642857142857143,-0.4642857142857143,-0.4285714285714286,-0.4642857142857143,-0.4642857142857143,-0.4642857142857143,-0.4642857142857143,-0.4642857142857143,-0.4642857142857143,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
Bingham,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.4375,-0.4375,-0.4375,-0.4375,-0.4375,-0.4375,-0.4375,-0.5,-0.5,-0.5,-0.5,-0.4375,-0.4375,-0.4375,-0.4375,-0.4375,-0.4375,-0.4375,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.4375,-0.4375,-0.4375,-0.4375,-0.4375,-0.4375,-0.4375,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.4375,-0.4375,-0.4375,-0.4375,-0.4375,-0.4375,-0.4375,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.4375,-0.375,-0.375,-0.1875,-0.125,0.375,0.375,0.5,0.4375,0.4375,0.25,0.1875,-0.3125,-0.25,-0.3125,-0.3125,-0.3125,-0.3125,-0.25,-0.25,-0.125,-0.25,-0.125,-0.125,-0.0625,-0.125,-0.125,-0.125,0.125
Canyon,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.49613899613899615,-0.49613899613899615,-0.48841698841698844,-0.48455598455598453,-0.4806949806949807,-0.4691119691119691,-0.41505791505791506,-0.41505791505791506,-0.4189189189189189,-0.35714285714285715,-0.3301158301158301,-0.3146718146718147,-0.26833976833976836,-0.2799227799227799,-0.24517374517374518,-0.2027027027027027,-0.2644787644787645,-0.28378378378378377,-0.2644787644787645,-0.2953667953667954,-0.26833976833976836,-0.28378378378378377,-0.31853281853281856,-0.2915057915057915,-0.2799227799227799,-0.2876447876447876,-0.26833976833976836,-0.33783783783783783,-0.33783783783783783,-0.3416988416988417,-0.3764478764478765,-0.3223938223938224,-0.333976833976834,-0.36872586872586877,-0.3416988416988417,-0.3494208494208494,-0.3301158301158301,-0.3223938223938224,-0.3803088803088803,-0.35328185328185324,-0.35714285714285715,-0.3725868725868726,-0.3725868725868726,-0.39575289575289574,-0.40347490347490345,-0.3918918918918919,-0.43822393822393824,-0.43050193050193053,-0.4343629343629344,-0.4498069498069498,-0.44594594594594594,-0.44594594594594594,-0.4691119691119691,-0.4691119691119691,-0.4806949806949807,-0.48455598455598453,-0.4806949806949807,-0.4806949806949807,-0.4806949806949807,-0.4922779922779923,-0.4768339768339768,-0.4806949806949807,-0.47297297297297297,-0.47297297297297297,-0.47297297297297297,-0.47297297297297297,-0.4691119691119691,-0.47297297297297297,-0.4575289575289575,-0.4575289575289575,-0.43822393822393824,-0.4266409266409266,-0.4266409266409266,-0.3996138996138996,-0.4111969111969112,-0.40733590733590735,-0.3918918918918919,-0.361003861003861,-0.35714285714285715,-0.35714285714285715,-0.36486486486486486,-0.36486486486486486,-0.361003861003861,-0.3764478764478765,-0.42277992277992277,-0.43822393822393824,-0.43822393822393824,-0.4420849420849421,-0.41505791505791506,-0.43050193050193053,-0.41505791505791506,-0.31853281853281856,-0.2027027027027027,-0.2027027027027027,-0.0752895752895753,-0.009652509652509689,0.18339768339768336,0.36872586872586877,0.46138996138996136,0.5,0.5
Kootenai,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.45384615384615384,-0.45384615384615384,-0.45384615384615384,-0.45384615384615384,-0.45384615384615384,-0.36153846153846153,-0.34615384615384615,-0.3769230769230769,-0.34615384615384615,-0.34615384615384615,-0.11538461538461542,-0.08461538461538465,-0.16153846153846158,-0.08461538461538465,-0.10000000000000003,-0.08461538461538465,-0.05384615384615382,-0.2692307692307693,-0.3153846153846154,-0.3307692307692308,-0.4230769230769231,-0.3923076923076923,-0.43846153846153846,-0.45384615384615384,-0.46923076923076923,-0.45384615384615384,-0.4076923076923077,-0.3923076923076923,-0.4076923076923077,-0.4076923076923077,-0.4076923076923077,-0.3923076923076923,-0.3769230769230769,-0.3769230769230769,-0.34615384615384615,-0.36153846153846153,-0.36153846153846153,-0.34615384615384615,-0.36153846153846153,-0.3769230769230769,-0.4230769230769231,-0.45384615384615384,-0.45384615384615384,-0.45384615384615384,-0.4846153846153846,-0.4846153846153846,-0.4846153846153846,-0.4846153846153846,-0.5,-0.4846153846153846,-0.4846153846153846,-0.4846153846153846,-0.46923076923076923,-0.46923076923076923,-0.46923076923076923,-0.46923076923076923,-0.4846153846153846,-0.46923076923076923,-0.45384615384615384,-0.46923076923076923,-0.46923076923076923,-0.46923076923076923,-0.46923076923076923,-0.46923076923076923,-0.4846153846153846,-0.5,-0.5,-0.5,-0.4846153846153846,-0.4846153846153846,-0.4846153846153846,-0.46923076923076923,-0.46923076923076923,-0.3923076923076923,-0.3923076923076923,-0.3923076923076923,-0.34615384615384615,-0.2846153846153846,-0.2846153846153846,-0.2846153846153846,-0.3153846153846154,-0.22307692307692306,-0.2384615384615385,-0.20769230769230768,-0.2384615384615385,-0.2538461538461539,-0.2538461538461539,-0.2538461538461539,-0.30000000000000004,-0.2846153846153846,-0.3307692307692308,-0.2384615384615385,-0.1307692307692308,-0.1307692307692308,-0.06923076923076926,-0.03846153846153849,0.26923076923076916,0.48461538461538445,0.43846153846153835,0.5,0.5
McLean,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.0714285714285714,0.3571428571428571,0.3571428571428571,0.5,0.5,0.5,0.5,0.3571428571428571,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.35714285714285715,-0.35714285714285715,-0.35714285714285715,-0.35714285714285715,-0.35714285714285715,-0.35714285714285715,-0.35714285714285715,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.2142857142857143,-0.2142857142857143,-0.2142857142857143,-0.2142857142857143,-0.2142857142857143,-0.2142857142857143,-0.2142857142857143,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.35714285714285715,-0.35714285714285715,-0.2142857142857143,-0.2142857142857143,-0.2142857142857143,-0.2142857142857143,-0.2142857142857143,-0.35714285714285715,-0.35714285714285715,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.35714285714285715,-0.35714285714285715,-0.35714285714285715,-0.2142857142857143,-0.2142857142857143,-0.07142857142857145,-0.07142857142857145,-0.07142857142857145,-0.07142857142857145,-0.07142857142857145,-0.2142857142857143,-0.2142857142857143,-0.35714285714285715,-0.35714285714285715,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
Allen,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.4787234042553192,-0.4148936170212766,-0.4787234042553192,-0.4574468085106383,-0.4574468085106383,-0.4574468085106383,-0.39361702127659576,-0.4148936170212766,-0.5,-0.43617021276595747,-0.4574468085106383,-0.43617021276595747,-0.4148936170212766,-0.39361702127659576,-0.32978723404255317,-0.22340425531914893,-0.2021276595744681,-0.18085106382978727,-0.13829787234042556,-0.13829787234042556,-0.22340425531914893,-0.26595744680851063,-0.2446808510638298,-0.18085106382978727,-0.11702127659574468,0.010638297872340385,0.0957446808510638,0.22340425531914887,0.3723404255319148,0.4148936170212766,0.4787234042553191,0.5,0.3936170212765957,0.4148936170212766,0.4148936170212766,0.4148936170212766,0.3085106382978724,0.07446808510638303,-0.0957446808510638,-0.18085106382978727,-0.03191489361702127,-0.05319148936170215,-0.22340425531914893,-0.18085106382978727,-0.11702127659574468,0.13829787234042545,0.18085106382978722,-0.010638297872340441,-0.13829787234042556,-0.11702127659574468,-0.05319148936170215,-0.07446808510638298,-0.22340425531914893,-0.0957446808510638,-0.1595744680851064,0.05319148936170215,0.03191489361702127,-0.05319148936170215,-0.010638297872340441,-0.03191489361702127,-0.13829787234042556,-0.13829787234042556,-0.2446808510638298,-0.2021276595744681,-0.0957446808510638,-0.03191489361702127,-0.010638297872340441,-0.07446808510638298,0.11702127659574468,0.13829787234042545,0.22340425531914887,0.07446808510638303,-0.010638297872340441,-0.05319148936170215,-0.05319148936170215,-0.22340425531914893,-0.22340425531914893,-0.30851063829787234,-0.26595744680851063,-0.2872340425531915,-0.2446808510638298,-0.18085106382978727,-0.18085106382978727,-0.2021276595744681,-0.26595744680851063,-0.1595744680851064,-0.11702127659574468,-0.13829787234042556,-0.2021276595744681,-0.22340425531914893,-0.22340425531914893,-0.18085106382978727,-0.2872340425531915,-0.26595744680851063,-0.2446808510638298,-0.2021276595744681,-0.18085106382978727,-0.18085106382978727,-0.13829787234042556,-0.13829787234042556,-0.11702127659574468
