,0
2497,51157
2498,19073
2499,17159
2500,20007
2501,48059
2502,17101
2503,54067
2504,19055
2505,17173
2506,20171
2507,29149
2508,20175
2509,29059
2510,30083
2511,21109
2512,48153
2513,39069
2514,54005
2515,21235
2516,54027
2517,48253
2518,5087
2519,26153
2520,17175
2521,38093
2522,39079
2523,50009
2524,47039
2525,46102
2526,29221
2527,12067
2528,48025
2529,48119
2530,48125
2531,27115
2532,48163
2533,54007
2534,21007
2535,17067
2536,19195
2537,51119
2538,29217
2539,48237
2540,51063
2541,28065
2542,8099
2543,30095
2544,1105
2545,46031
2546,29185
2547,55113
2548,39121
2549,37103
2550,48313
2551,31021
2552,48019
2553,48307
2554,32033
2555,21121
2556,31143
2557,38077
2558,17169
2559,46073
2560,54099
2561,17153
2562,48415
2563,35007
2564,8047
2565,48403
2566,48095
2567,31061
2568,55095
2569,40099
2570,53049
2571,56027
2572,51600
2573,30003
2574,19143
2575,51169
2576,31035
2577,18123
2578,38081
2579,5089
2580,48227
2581,40107
2582,26109
2583,48429
2584,51570
2585,35029
2586,48379
2587,19175
2588,48495
2589,31181
2590,21223
2591,17057
2592,17061
2593,27105
2594,48097
2595,46097
2596,12077
2597,38079
2598,20075
2599,21069
2600,13209
2601,31013
2602,31139
2603,26085
2604,17145
2605,29003
2606,17187
2607,48127
2608,26007
2609,27005
2610,21077
2611,39073
2612,17109
2613,54063
2614,21205
2615,21119
2616,20051
2617,2198
2618,20147
2619,55099
2620,22107
2621,31179
2622,41011
2623,46111
2624,35037
2625,29093
2626,54089
2627,30037
2628,21221
2629,54023
2630,21189
2631,20093
2632,20187
2633,18007
2634,54059
2635,27153
2636,56003
2637,31043
2638,1061
2639,46119
2640,27125
2641,21175
2642,13109
2643,27133
2644,18125
2645,46129
2646,55047
2647,37099
2648,46069
2649,48345
2650,19029
2651,51610
2652,47175
2653,32001
2654,26119
2655,47095
2656,17087
2657,40003
2658,5067
2659,21139
2660,48131
2661,21079
2662,31151
2663,48011
2664,55129
2665,17025
2666,41031
2667,48487
2668,37177
2669,40069
2670,20041
2671,54043
2672,21045
2673,31123
2674,2180
2675,29061
2676,47127
2677,39067
2678,48035
2679,48161
2680,20183
2681,26001
2682,29087
2683,49041
2684,29131
2685,27107
2686,17181
2687,30073
2688,26013
2689,31093
2690,46101
2691,48421
2692,48315
2693,2150
2694,48283
2695,48387
2696,51057
2697,31125
2698,27095
2699,17003
2700,48393
2701,20205
2702,17191
2703,31145
2704,40091
2705,20017
2706,48507
2707,17071
2708,31023
2709,47143
2710,27001
2711,40151
2712,20181
2713,40061
2714,31065
2715,27069
2716,29111
2717,29127
2718,47033
2719,17065
2720,49039
2721,48501
2722,40059
2723,26019
2724,35019
2725,32021
2726,48065
2727,27097
2728,48369
2729,27089
2730,21075
2731,29007
2732,21051
2733,20179
2734,48225
2735,38063
2736,23021
2737,48075
2738,27023
2739,20081
2740,17193
2741,31051
2742,17017
2743,48205
2744,32015
2745,17069
2746,51141
2747,19091
2748,51720
2749,27113
2750,21105
2751,40025
2752,19035
2753,51091
2754,31059
2755,29133
2756,20047
2757,38103
2758,48047
2759,48483
2760,29033
2761,20025
2762,20097
2763,31077
2764,20069
2765,48079
2766,48247
2767,35021
2768,31163
2769,21039
2770,5049
2771,20159
2772,46117
2773,55123
2774,20067
2775,48357
2776,48353
2777,20119
2778,30107
2779,46089
2780,38067
2781,35059
2782,16059
2783,31173
2784,37115
2785,54021
2786,31095
2787,38073
2788,54013
2789,2220
2790,46059
2791,37029
2792,40127
2793,48101
2794,31027
2795,54075
2796,46043
2797,31175
2798,19151
2799,41025
2800,39163
2801,21169
2802,51077
2803,20131
2804,21187
2805,6043
2806,48295
2807,5097
2808,46017
2809,27159
2810,48399
2811,37075
2812,19051
2813,31063
2814,37173
2815,35051
2816,37095
2817,46037
2818,20023
2819,31087
2820,48173
2821,20077
2822,48169
2823,19025
2824,19185
2825,48043
2826,17009
2827,27065
2828,19161
2829,20137
2830,38075
2831,19067
2832,55069
2833,31101
2834,48083
2835,27051
2836,48045
2837,19135
2838,29109
2839,29211
2840,31089
2841,54085
2842,13265
2843,37199
2844,48391
2845,40011
2846,20013
2847,20053
2848,31011
2849,38057
2850,48087
2851,48081
2852,27121
2853,48017
2854,31171
2855,55041
2856,46137
2857,8111
2858,46051
2859,54015
2860,41001
2861,38005
2862,27075
2863,13125
2864,21095
2865,2261
2866,49031
2867,38097
2868,8017
2869,8021
2870,48417
2871,48389
2872,17151
2873,19071
2874,32017
2875,48267
2876,19147
2877,51580
2878,29105
2879,31045
2880,20003
2881,6105
2882,47137
2883,8011
2884,19093
2885,31147
2886,17047
2887,19063
2888,46123
2889,40149
2890,55013
2891,55091
2892,48009
2893,48151
2894,48207
2895,29065
2896,17155
2897,21153
2898,29197
2899,5081
2900,31129
2901,19117
2902,19003
2903,38091
2904,21013
2905,32029
2906,20135
2907,35023
2908,21237
2909,47067
2910,48411
2911,19159
2912,40029
2913,48333
2914,37011
2915,38009
2916,2188
2917,48191
2918,21063
2919,56031
2920,55119
2921,55067
2922,20101
2923,6091
2924,20195
2925,20083
2926,20033
2927,38039
2928,27057
2929,48197
2930,48475
2931,6035
2932,29079
2933,31029
2934,46071
2935,16009
2936,48377
2937,48229
2938,29203
2939,41037
2940,29137
2941,56045
2942,48383
2943,19053
2944,32027
2945,2185
2946,21129
2947,27149
2948,16041
2949,17045
2950,46077
2951,46045
2952,31169
2953,29215
2954,40063
2955,48271
2956,2060
2957,2070
2958,29067
2959,46053
2960,29129
2961,31069
2962,31015
2963,30087
2964,21065
2965,38021
2966,26071
2967,48235
2968,46061
2969,20145
2970,46015
2971,46041
2972,31071
2973,2016
2974,46033
2975,2164
2976,48105
2977,48023
2978,48385
2979,38083
2980,38045
2981,29171
2982,2275
2983,38043
2984,31007
2985,48425
2986,2100
2987,2013
2988,20201
2989,26083
2990,29103
2991,26003
2992,31165
2993,29011
2994,49033
2995,30017
2996,46095
2997,27031
2998,48413
2999,29057
3000,49001
3001,20001
3002,46007
3003,51051
3004,31083
3005,30105
3006,48461
3007,30027
3008,51021
3009,48435
3010,29223
3011,38019
3012,29153
3013,30021
3014,38007
3015,48109
3016,40045
3017,20193
3018,48327
3019,48443
3020,20117
3021,31149
3022,30103
3023,20109
3024,8057
3025,28055
3026,2068
3027,54101
3028,16015
3029,30039
3030,6049
3031,48137
3032,16021
3033,48447
3034,32011
3035,38041
3036,20049
3037,48243
3038,31103
3039,16035
3040,31115
3041,31161
